32.0 6.0 
24.0 20.0 
2.0 203.0 
38.0 2.0 
7.0 89.0 
27.0 9.0 
37.0 3.0 
1.0 217.0 
9.0 65.0 
8.0 77.0 
4.0 169.0 
25.0 12.0 
19.0 29.0 
17.0 38.0 
3.0 186.0 
6.0 128.0 
33.0 4.0 
41.0 0.0 
22.0 26.0 
