2.0 182.0 
9.0 87.0 
13.0 68.0 
40.0 1.0 
32.0 7.0 
35.0 2.0 
5.0 137.0 
42.0 0.0 
31.0 8.0 
34.0 4.0 
4.0 177.0 
1.0 237.0 
18.0 16.0 
15.0 42.0 
